ID,SystemCodeNumber,Capacity,Lat_x,Long_x,Occupancy,Vehicle,Traffic,QueueLength,IsSpecialDay,Date,Time,Timestamp,Occ_rate,Demand_rate_min,nearest_system
385,BHMBCCMKT01,577,26.14453614,91.73617216,189,car,average,5,0,2016-10-27,11:32:00,2016-10-27 11:32:00,32.755632582322356,0.8787878787878788,BHMBCCTHL01
10881,Others-CCCPS119a,2803,26.14754061,91.72797041,1088,car,high,8,0,2016-10-27,11:32:00,2016-10-27 11:32:00,38.81555476275419,2.0303030303030303,Others-CCCPS8
17441,Shopping,1920,26.15050395,91.73353109,1180,bike,average,6,0,2016-10-27,11:32:00,2016-10-27 11:32:00,61.458333333333336,1.0,BHMEURBRD01
4321,BHMMBMMBX01,687,20.0000347,78.00000286,589,bike,average,5,0,2016-10-27,11:32:00,2016-10-27 11:32:00,85.73508005822417,0.48484848484848486,BHMNCPHST01
9569,Others-CCCPS105a,2009,26.14747299,91.72804914,1280,bike,average,6,0,2016-10-27,11:32:00,2016-10-27 11:32:00,63.71329019412643,1.5757575757575757,Others-CCCPS202
12193,Others-CCCPS135a,3883,26.14749943,91.72800489,2625,car,high,10,0,2016-10-27,11:32:00,2016-10-27 11:32:00,67.60236930208602,1.9696969696969697,Others-CCCPS202
16129,Others-CCCPS98,3103,26.14749998,91.72797778,1748,car,average,7,0,2016-10-27,11:32:00,2016-10-27 11:32:00,56.332581372864965,1.6363636363636365,Others-CCCPS135a
14817,Others-CCCPS8,1322,26.14754886,91.72799519,691,car,average,5,0,2016-10-27,11:32:00,2016-10-27 11:32:00,52.26928895612708,1.0909090909090908,Others-CCCPS119a
8257,Broad Street,690,26.13795775,91.74099445,600,cycle,high,8,0,2016-10-27,11:32:00,2016-10-27 11:32:00,86.95652173913044,0.6666666666666666,BHMBCCTHL01
1697,BHMBCCTHL01,387,26.14449459,91.73620513,276,car,average,5,0,2016-10-27,11:32:00,2016-10-27 11:32:00,71.31782945736434,0.9090909090909091,BHMBCCMKT01
6945,BHMNCPNST01,485,26.14004753,91.73097233,347,car,average,5,0,2016-10-27,11:32:00,2016-10-27 11:32:00,71.54639175257732,0.030303030303030304,BHMNCPHST01
5633,BHMNCPHST01,1200,26.14001386,91.73099967,617,car,average,6,0,2016-10-27,11:32:00,2016-10-27 11:32:00,51.416666666666664,0.7575757575757576,BHMNCPNST01
13506,Others-CCCPS202,2937,26.14749053,91.72799688,1287,car,average,6,0,2016-10-27,11:59:00,2016-10-27 11:59:00,43.82022471910113,2.3703703703703702,Others-CCCPS135a
1698,BHMBCCTHL01,387,26.14449459,91.73620513,296,car,average,5,0,2016-10-27,11:59:00,2016-10-27 11:59:00,76.48578811369508,0.7407407407407407,BHMBCCMKT01
14818,Others-CCCPS8,1322,26.14754886,91.72799519,724,bike,average,6,0,2016-10-27,11:59:00,2016-10-27 11:59:00,54.76550680786687,1.2222222222222223,Others-CCCPS119a
3010,BHMEURBRD01,470,26.14901995,91.7395035,429,car,high,7,0,2016-10-27,11:59:00,2016-10-27 11:59:00,91.27659574468086,0.8518518518518519,Shopping
12194,Others-CCCPS135a,3883,26.14749943,91.72800489,2680,cycle,average,7,0,2016-10-27,11:59:00,2016-10-27 11:59:00,69.01879989698688,2.037037037037037,Others-CCCPS202
17442,Shopping,1920,26.15050395,91.73353109,1208,bike,average,6,0,2016-10-27,11:59:00,2016-10-27 11:59:00,62.916666666666664,1.037037037037037,BHMEURBRD01
8258,Broad Street,690,26.13795775,91.74099445,635,car,average,5,0,2016-10-27,11:59:00,2016-10-27 11:59:00,92.02898550724638,1.2962962962962963,BHMBCCTHL01
10882,Others-CCCPS119a,2803,26.14754061,91.72797041,1137,car,average,6,0,2016-10-27,11:59:00,2016-10-27 11:59:00,40.56368176953264,1.8148148148148149,Others-CCCPS8
16130,Others-CCCPS98,3103,26.14749998,91.72797778,1814,car,average,6,0,2016-10-27,11:59:00,2016-10-27 11:59:00,58.45955526909442,2.4444444444444446,Others-CCCPS135a
5634,BHMNCPHST01,1200,26.14001386,91.73099967,639,bike,average,5,0,2016-10-27,11:59:00,2016-10-27 11:59:00,53.25,0.8148148148148148,BHMNCPNST01
6946,BHMNCPNST01,485,26.14004753,91.73097233,356,car,average,4,0,2016-10-27,11:59:00,2016-10-27 11:59:00,73.4020618556701,0.3333333333333333,BHMNCPHST01
386,BHMBCCMKT01,577,26.14453614,91.73617216,207,cycle,high,7,0,2016-10-27,11:59:00,2016-10-27 11:59:00,35.875216637781634,0.6666666666666666,BHMBCCTHL01
4322,BHMMBMMBX01,687,20.0000347,78.00000286,617,car,average,6,0,2016-10-27,11:59:00,2016-10-27 11:59:00,89.8107714701601,1.037037037037037,BHMNCPHST01
9570,Others-CCCPS105a,2009,26.14747299,91.72804914,1341,bike,average,6,0,2016-10-27,11:59:00,2016-10-27 11:59:00,66.74962667994026,2.259259259259259,Others-CCCPS202
10883,Others-CCCPS119a,2803,26.14754061,91.72797041,1252,car,average,7,0,2016-10-27,12:26:00,2016-10-27 12:26:00,44.66642882625758,4.2592592592592595,Others-CCCPS8
3011,BHMEURBRD01,470,26.14901995,91.7395035,455,car,high,9,0,2016-10-27,12:26:00,2016-10-27 12:26:00,96.80851063829788,0.9629629629629629,Shopping
12195,Others-CCCPS135a,3883,26.14749943,91.72800489,2703,car,high,11,0,2016-10-27,12:26:00,2016-10-27 12:26:00,69.61112541849086,0.8518518518518519,Others-CCCPS202
9571,Others-CCCPS105a,2009,26.14747299,91.72804914,1380,car,high,9,0,2016-10-27,12:26:00,2016-10-27 12:26:00,68.69089099054257,1.4444444444444444,Others-CCCPS202
1699,BHMBCCTHL01,387,26.14449459,91.73620513,320,bike,high,8,0,2016-10-27,12:26:00,2016-10-27 12:26:00,82.68733850129199,0.8888888888888888,BHMBCCMKT01
13507,Others-CCCPS202,2937,26.14749053,91.72799688,1349,car,high,9,0,2016-10-27,12:26:00,2016-10-27 12:26:00,45.93122233571672,2.2962962962962963,Others-CCCPS135a
17443,Shopping,1920,26.15050395,91.73353109,1220,truck,high,9,0,2016-10-27,12:26:00,2016-10-27 12:26:00,63.541666666666664,0.4444444444444444,BHMEURBRD01
8259,Broad Street,690,26.13795775,91.74099445,668,car,high,9,0,2016-10-27,12:26:00,2016-10-27 12:26:00,96.81159420289856,1.2222222222222223,BHMBCCTHL01
6947,BHMNCPNST01,485,26.14004753,91.73097233,361,car,high,8,0,2016-10-27,12:26:00,2016-10-27 12:26:00,74.43298969072166,0.18518518518518517,BHMNCPHST01
16131,Others-CCCPS98,3103,26.14749998,91.72797778,1911,car,high,10,0,2016-10-27,12:26:00,2016-10-27 12:26:00,61.58556235900742,3.5925925925925926,Others-CCCPS135a
4323,BHMMBMMBX01,687,20.0000347,78.00000286,618,car,high,8,0,2016-10-27,12:26:00,2016-10-27 12:26:00,89.95633187772926,0.037037037037037035,BHMNCPHST01
5635,BHMNCPHST01,1200,26.14001386,91.73099967,643,car,average,6,0,2016-10-27,12:26:00,2016-10-27 12:26:00,53.583333333333336,0.14814814814814814,BHMNCPNST01
387,BHMBCCMKT01,577,26.14453614,91.73617216,222,car,high,8,0,2016-10-27,12:26:00,2016-10-27 12:26:00,38.47487001733102,0.5555555555555556,BHMBCCTHL01
14819,Others-CCCPS8,1322,26.14754886,91.72799519,762,car,high,9,0,2016-10-27,12:26:00,2016-10-27 12:26:00,57.639939485627835,1.4074074074074074,Others-CCCPS119a
388,BHMBCCMKT01,577,26.14453614,91.73617216,247,car,average,5,0,2016-10-27,12:59:00,2016-10-27 12:59:00,42.80762564991335,0.7575757575757576,BHMBCCTHL01
13508,Others-CCCPS202,2937,26.14749053,91.72799688,1367,car,high,9,0,2016-10-27,12:59:00,2016-10-27 12:59:00,46.54409261150834,0.5454545454545454,Others-CCCPS135a
5636,BHMNCPHST01,1200,26.14001386,91.73099967,659,car,high,9,0,2016-10-27,12:59:00,2016-10-27 12:59:00,54.91666666666667,0.48484848484848486,BHMNCPNST01
1700,BHMBCCTHL01,387,26.14449459,91.73620513,341,bike,average,6,0,2016-10-27,12:59:00,2016-10-27 12:59:00,88.11369509043928,0.6363636363636364,BHMBCCMKT01
6948,BHMNCPNST01,485,26.14004753,91.73097233,362,car,high,8,0,2016-10-27,12:59:00,2016-10-27 12:59:00,74.63917525773196,0.030303030303030304,BHMNCPHST01
14820,Others-CCCPS8,1322,26.14754886,91.72799519,804,car,high,8,0,2016-10-27,12:59:00,2016-10-27 12:59:00,60.816944024205746,1.2727272727272727,Others-CCCPS119a
9572,Others-CCCPS105a,2009,26.14747299,91.72804914,1451,car,high,9,0,2016-10-27,12:59:00,2016-10-27 12:59:00,72.22498755599801,2.1515151515151514,Others-CCCPS202
3012,BHMEURBRD01,470,26.14901995,91.7395035,463,car,high,8,0,2016-10-27,12:59:00,2016-10-27 12:59:00,98.51063829787235,0.24242424242424243,Shopping
17444,Shopping,1920,26.15050395,91.73353109,1250,truck,high,10,0,2016-10-27,12:59:00,2016-10-27 12:59:00,65.10416666666666,0.9090909090909091,BHMEURBRD01
10884,Others-CCCPS119a,2803,26.14754061,91.72797041,1142,car,average,7,0,2016-10-27,12:59:00,2016-10-27 12:59:00,40.74206207634677,-3.3333333333333335,Others-CCCPS8
16132,Others-CCCPS98,3103,26.14749998,91.72797778,1810,bike,high,10,0,2016-10-27,12:59:00,2016-10-27 12:59:00,58.33064776023203,-3.0606060606060606,Others-CCCPS135a
4324,BHMMBMMBX01,687,20.0000347,78.00000286,647,bike,high,8,0,2016-10-27,12:59:00,2016-10-27 12:59:00,94.17758369723435,0.8787878787878788,BHMNCPHST01
8260,Broad Street,690,26.13795775,91.74099445,664,truck,high,8,0,2016-10-27,12:59:00,2016-10-27 12:59:00,96.23188405797102,-0.12121212121212122,BHMBCCTHL01
12196,Others-CCCPS135a,3883,26.14749943,91.72800489,2735,cycle,high,10,0,2016-10-27,12:59:00,2016-10-27 12:59:00,70.43523049188771,0.9696969696969697,Others-CCCPS202
8261,Broad Street,690,26.13795775,91.74099445,680,car,high,8,0,2016-10-27,13:32:00,2016-10-27 13:32:00,98.55072463768117,0.48484848484848486,BHMBCCTHL01
1701,BHMBCCTHL01,387,26.14449459,91.73620513,345,truck,high,7,0,2016-10-27,13:32:00,2016-10-27 13:32:00,89.14728682170544,0.12121212121212122,BHMBCCMKT01
3013,BHMEURBRD01,470,26.14901995,91.7395035,460,car,high,7,0,2016-10-27,13:32:00,2016-10-27 13:32:00,97.87234042553192,-0.09090909090909091,Shopping
9573,Others-CCCPS105a,2009,26.14747299,91.72804914,1471,car,high,8,0,2016-10-27,13:32:00,2016-10-27 13:32:00,73.22050771528123,0.6060606060606061,Others-CCCPS202
389,BHMBCCMKT01,577,26.14453614,91.73617216,271,car,high,7,0,2016-10-27,13:32:00,2016-10-27 13:32:00,46.96707105719237,0.7272727272727273,BHMBCCTHL01
14821,Others-CCCPS8,1322,26.14754886,91.72799519,814,cycle,high,8,0,2016-10-27,13:32:00,2016-10-27 13:32:00,61.57337367624811,0.30303030303030304,Others-CCCPS119a
10885,Others-CCCPS119a,2803,26.14754061,91.72797041,1157,bike,high,9,0,2016-10-27,13:32:00,2016-10-27 13:32:00,41.27720299678915,0.45454545454545453,Others-CCCPS8
4325,BHMMBMMBX01,687,20.0000347,78.00000286,657,car,high,8,0,2016-10-27,13:32:00,2016-10-27 13:32:00,95.63318777292577,0.30303030303030304,BHMNCPHST01
13509,Others-CCCPS202,2937,26.14749053,91.72799688,1385,car,high,9,0,2016-10-27,13:32:00,2016-10-27 13:32:00,47.15696288729996,0.5454545454545454,Others-CCCPS135a
6949,BHMNCPNST01,485,26.14004753,91.73097233,360,car,high,7,0,2016-10-27,13:32:00,2016-10-27 13:32:00,74.22680412371135,-0.06060606060606061,BHMNCPHST01
16133,Others-CCCPS98,3103,26.14749998,91.72797778,1829,car,high,8,0,2016-10-27,13:32:00,2016-10-27 13:32:00,58.94295842732839,0.5757575757575758,Others-CCCPS135a
5637,BHMNCPHST01,1200,26.14001386,91.73099967,671,car,high,7,0,2016-10-27,13:32:00,2016-10-27 13:32:00,55.91666666666667,0.36363636363636365,BHMNCPNST01
17445,Shopping,1920,26.15050395,91.73353109,1254,car,average,6,0,2016-10-27,13:32:00,2016-10-27 13:32:00,65.3125,0.12121212121212122,BHMEURBRD01
12197,Others-CCCPS135a,3883,26.14749943,91.72800489,2713,car,high,10,0,2016-10-27,13:32:00,2016-10-27 13:32:00,69.86865825392738,-0.6666666666666666,Others-CCCPS202
8262,Broad Street,690,26.13795775,91.74099445,660,bike,average,5,0,2016-10-27,13:59:00,2016-10-27 13:59:00,95.65217391304348,-0.7407407407407407,BHMBCCTHL01
4326,BHMMBMMBX01,687,20.0000347,78.00000286,651,car,average,5,0,2016-10-27,13:59:00,2016-10-27 13:59:00,94.75982532751091,-0.2222222222222222,BHMNCPHST01
16134,Others-CCCPS98,3103,26.14749998,91.72797778,1885,car,average,6,0,2016-10-27,13:59:00,2016-10-27 13:59:00,60.747663551401864,2.074074074074074,Others-CCCPS135a
3014,BHMEURBRD01,470,26.14901995,91.7395035,458,car,high,7,0,2016-10-27,13:59:00,2016-10-27 13:59:00,97.44680851063829,-0.07407407407407407,Shopping
9574,Others-CCCPS105a,2009,26.14747299,91.72804914,1481,car,average,6,0,2016-10-27,13:59:00,2016-10-27 13:59:00,73.71826779492284,0.37037037037037035,Others-CCCPS202
12198,Others-CCCPS135a,3883,26.14749943,91.72800489,2724,bike,average,7,0,2016-10-27,13:59:00,2016-10-27 13:59:00,70.15194437290755,0.4074074074074074,Others-CCCPS202
6950,BHMNCPNST01,485,26.14004753,91.73097233,371,bike,average,5,0,2016-10-27,13:59:00,2016-10-27 13:59:00,76.49484536082474,0.4074074074074074,BHMNCPHST01
390,BHMBCCMKT01,577,26.14453614,91.73617216,279,car,average,5,0,2016-10-27,13:59:00,2016-10-27 13:59:00,48.353552859618716,0.2962962962962963,BHMBCCTHL01
17446,Shopping,1920,26.15050395,91.73353109,1263,truck,high,8,0,2016-10-27,13:59:00,2016-10-27 13:59:00,65.78125,0.3333333333333333,BHMEURBRD01
1702,BHMBCCTHL01,387,26.14449459,91.73620513,345,truck,average,5,0,2016-10-27,13:59:00,2016-10-27 13:59:00,89.14728682170544,0.0,BHMBCCMKT01
13510,Others-CCCPS202,2937,26.14749053,91.72799688,1376,car,average,6,0,2016-10-27,13:59:00,2016-10-27 13:59:00,46.85052774940415,-0.3333333333333333,Others-CCCPS135a
10886,Others-CCCPS119a,2803,26.14754061,91.72797041,1208,truck,average,6,0,2016-10-27,13:59:00,2016-10-27 13:59:00,43.09668212629326,1.8888888888888888,Others-CCCPS8
14822,Others-CCCPS8,1322,26.14754886,91.72799519,830,cycle,average,6,0,2016-10-27,13:59:00,2016-10-27 13:59:00,62.78366111951589,0.5925925925925926,Others-CCCPS119a
5638,BHMNCPHST01,1200,26.14001386,91.73099967,682,car,average,5,0,2016-10-27,13:59:00,2016-10-27 13:59:00,56.833333333333336,0.4074074074074074,BHMNCPNST01
391,BHMBCCMKT01,577,26.14453614,91.73617216,280,truck,average,4,0,2016-10-27,14:26:00,2016-10-27 14:26:00,48.52686308492201,0.037037037037037035,BHMBCCTHL01
9575,Others-CCCPS105a,2009,26.14747299,91.72804914,1468,truck,average,5,0,2016-10-27,14:26:00,2016-10-27 14:26:00,73.07117969138875,-0.48148148148148145,Others-CCCPS202
17447,Shopping,1920,26.15050395,91.73353109,1255,car,high,7,0,2016-10-27,14:26:00,2016-10-27 14:26:00,65.36458333333334,-0.2962962962962963,BHMEURBRD01
5639,BHMNCPHST01,1200,26.14001386,91.73099967,680,car,average,4,0,2016-10-27,14:26:00,2016-10-27 14:26:00,56.666666666666664,-0.07407407407407407,BHMNCPNST01
4327,BHMMBMMBX01,687,20.0000347,78.00000286,638,bike,average,5,0,2016-10-27,14:26:00,2016-10-27 14:26:00,92.86754002911208,-0.48148148148148145,BHMNCPHST01
8263,Broad Street,690,26.13795775,91.74099445,656,truck,average,4,0,2016-10-27,14:26:00,2016-10-27 14:26:00,95.07246376811594,-0.14814814814814814,BHMBCCTHL01
16135,Others-CCCPS98,3103,26.14749998,91.72797778,1875,cycle,high,7,0,2016-10-27,14:26:00,2016-10-27 14:26:00,60.42539477924589,-0.37037037037037035,Others-CCCPS135a
12199,Others-CCCPS135a,3883,26.14749943,91.72800489,2686,bike,average,5,0,2016-10-27,14:26:00,2016-10-27 14:26:00,69.17331959824877,-1.4074074074074074,Others-CCCPS202
6951,BHMNCPNST01,485,26.14004753,91.73097233,362,car,average,4,0,2016-10-27,14:26:00,2016-10-27 14:26:00,74.63917525773196,-0.3333333333333333,BHMNCPHST01
1703,BHMBCCTHL01,387,26.14449459,91.73620513,345,bike,average,4,0,2016-10-27,14:26:00,2016-10-27 14:26:00,89.14728682170544,0.0,BHMBCCMKT01
13511,Others-CCCPS202,2937,26.14749053,91.72799688,1363,car,average,5,0,2016-10-27,14:26:00,2016-10-27 14:26:00,46.407899216887984,-0.48148148148148145,Others-CCCPS135a
10887,Others-CCCPS119a,2803,26.14754061,91.72797041,1220,cycle,average,4,0,2016-10-27,14:26:00,2016-10-27 14:26:00,43.52479486264716,0.4444444444444444,Others-CCCPS8
14823,Others-CCCPS8,1322,26.14754886,91.72799519,830,car,average,5,0,2016-10-27,14:26:00,2016-10-27 14:26:00,62.78366111951589,0.0,Others-CCCPS119a
3015,BHMEURBRD01,470,26.14901995,91.7395035,459,bike,average,4,0,2016-10-27,14:26:00,2016-10-27 14:26:00,97.65957446808511,0.037037037037037035,Shopping
12200,Others-CCCPS135a,3883,26.14749943,91.72800489,2656,car,average,5,0,2016-10-27,14:59:00,2016-10-27 14:59:00,68.40072109193922,-0.9090909090909091,Others-CCCPS202
17448,Shopping,1920,26.15050395,91.73353109,1238,truck,high,7,0,2016-10-27,14:59:00,2016-10-27 14:59:00,64.47916666666667,-0.5151515151515151,BHMEURBRD01
14824,Others-CCCPS8,1322,26.14754886,91.72799519,823,truck,average,5,0,2016-10-27,14:59:00,2016-10-27 14:59:00,62.25416036308623,-0.21212121212121213,Others-CCCPS119a
16136,Others-CCCPS98,3103,26.14749998,91.72797778,1821,truck,average,5,0,2016-10-27,14:59:00,2016-10-27 14:59:00,58.68514340960361,-1.6363636363636365,Others-CCCPS135a
1704,BHMBCCTHL01,387,26.14449459,91.73620513,345,bike,average,4,0,2016-10-27,14:59:00,2016-10-27 14:59:00,89.14728682170544,0.0,BHMBCCMKT01
5640,BHMNCPHST01,1200,26.14001386,91.73099967,670,bike,average,5,0,2016-10-27,14:59:00,2016-10-27 14:59:00,55.833333333333336,-0.30303030303030304,BHMNCPNST01
392,BHMBCCMKT01,577,26.14453614,91.73617216,266,bike,average,3,0,2016-10-27,14:59:00,2016-10-27 14:59:00,46.10051993067591,-0.42424242424242425,BHMBCCTHL01
8264,Broad Street,690,26.13795775,91.74099445,639,car,average,4,0,2016-10-27,14:59:00,2016-10-27 14:59:00,92.6086956521739,-0.5151515151515151,BHMBCCTHL01
9576,Others-CCCPS105a,2009,26.14747299,91.72804914,1448,cycle,average,4,0,2016-10-27,14:59:00,2016-10-27 14:59:00,72.07565953210553,-0.6060606060606061,Others-CCCPS202
13512,Others-CCCPS202,2937,26.14749053,91.72799688,1346,car,average,4,0,2016-10-27,14:59:00,2016-10-27 14:59:00,45.829077289751446,-0.5151515151515151,Others-CCCPS135a
10888,Others-CCCPS119a,2803,26.14754061,91.72797041,1179,car,average,5,0,2016-10-27,14:59:00,2016-10-27 14:59:00,42.06207634677131,-1.2424242424242424,Others-CCCPS8
4328,BHMMBMMBX01,687,20.0000347,78.00000286,625,car,average,5,0,2016-10-27,14:59:00,2016-10-27 14:59:00,90.97525473071325,-0.3939393939393939,BHMNCPHST01
6952,BHMNCPNST01,485,26.14004753,91.73097233,362,bike,average,3,0,2016-10-27,14:59:00,2016-10-27 14:59:00,74.63917525773196,0.0,BHMNCPHST01
3016,BHMEURBRD01,470,26.14901995,91.7395035,449,truck,average,4,0,2016-10-27,14:59:00,2016-10-27 14:59:00,95.53191489361701,-0.30303030303030304,Shopping
5641,BHMNCPHST01,1200,26.14001386,91.73099967,648,car,low,2,0,2016-10-27,15:26:00,2016-10-27 15:26:00,54.0,-0.8148148148148148,BHMNCPNST01
393,BHMBCCMKT01,577,26.14453614,91.73617216,263,car,low,3,0,2016-10-27,15:26:00,2016-10-27 15:26:00,45.58058925476603,-0.1111111111111111,BHMBCCTHL01
6953,BHMNCPNST01,485,26.14004753,91.73097233,348,car,low,2,0,2016-10-27,15:26:00,2016-10-27 15:26:00,71.75257731958763,-0.5185185185185185,BHMNCPHST01
1705,BHMBCCTHL01,387,26.14449459,91.73620513,327,cycle,low,2,0,2016-10-27,15:26:00,2016-10-27 15:26:00,84.49612403100775,-0.6666666666666666,BHMBCCMKT01
10889,Others-CCCPS119a,2803,26.14754061,91.72797041,1126,cycle,average,4,0,2016-10-27,15:26:00,2016-10-27 15:26:00,40.17124509454156,-1.962962962962963,Others-CCCPS8
17449,Shopping,1920,26.15050395,91.73353109,1193,bike,low,3,0,2016-10-27,15:26:00,2016-10-27 15:26:00,62.135416666666664,-1.6666666666666667,BHMEURBRD01
14825,Others-CCCPS8,1322,26.14754886,91.72799519,791,car,low,3,0,2016-10-27,15:26:00,2016-10-27 15:26:00,59.833585476550674,-1.1851851851851851,Others-CCCPS119a
8265,Broad Street,690,26.13795775,91.74099445,625,car,low,3,0,2016-10-27,15:26:00,2016-10-27 15:26:00,90.57971014492753,-0.5185185185185185,BHMBCCTHL01
13513,Others-CCCPS202,2937,26.14749053,91.72799688,1300,bike,low,3,0,2016-10-27,15:26:00,2016-10-27 15:26:00,44.262853251617294,-1.7037037037037037,Others-CCCPS135a
12201,Others-CCCPS135a,3883,26.14749943,91.72800489,2563,bike,low,4,0,2016-10-27,15:26:00,2016-10-27 15:26:00,66.0056657223796,-3.4444444444444446,Others-CCCPS202
3017,BHMEURBRD01,470,26.14901995,91.7395035,441,bike,low,2,0,2016-10-27,15:26:00,2016-10-27 15:26:00,93.82978723404256,-0.2962962962962963,Shopping
9577,Others-CCCPS105a,2009,26.14747299,91.72804914,1401,bike,low,3,0,2016-10-27,15:26:00,2016-10-27 15:26:00,69.73618715778994,-1.7407407407407407,Others-CCCPS202
16137,Others-CCCPS98,3103,26.14749998,91.72797778,1757,bike,low,3,0,2016-10-27,15:26:00,2016-10-27 15:26:00,56.62262326780535,-2.3703703703703702,Others-CCCPS135a
4329,BHMMBMMBX01,687,20.0000347,78.00000286,610,car,low,2,0,2016-10-27,15:26:00,2016-10-27 15:26:00,88.79184861717613,-0.5555555555555556,BHMNCPHST01
16138,Others-CCCPS98,3103,26.14749998,91.72797778,1650,car,average,4,0,2016-10-27,15:59:00,2016-10-27 15:59:00,53.17434740573639,-3.242424242424242,Others-CCCPS135a
394,BHMBCCMKT01,577,26.14453614,91.73617216,241,car,low,3,0,2016-10-27,15:59:00,2016-10-27 15:59:00,41.76776429809358,-0.6666666666666666,BHMBCCTHL01
3018,BHMEURBRD01,470,26.14901995,91.7395035,416,car,low,2,0,2016-10-27,15:59:00,2016-10-27 15:59:00,88.51063829787233,-0.7575757575757576,Shopping
6954,BHMNCPNST01,485,26.14004753,91.73097233,340,cycle,low,2,0,2016-10-27,15:59:00,2016-10-27 15:59:00,70.10309278350515,-0.24242424242424243,BHMNCPHST01
8266,Broad Street,690,26.13795775,91.74099445,589,cycle,low,3,0,2016-10-27,15:59:00,2016-10-27 15:59:00,85.3623188405797,-1.0909090909090908,BHMBCCTHL01
9578,Others-CCCPS105a,2009,26.14747299,91.72804914,1298,car,low,3,0,2016-10-27,15:59:00,2016-10-27 15:59:00,64.60925833748134,-3.121212121212121,Others-CCCPS202
1706,BHMBCCTHL01,387,26.14449459,91.73620513,297,cycle,low,2,0,2016-10-27,15:59:00,2016-10-27 15:59:00,76.74418604651163,-0.9090909090909091,BHMBCCMKT01
4330,BHMMBMMBX01,687,20.0000347,78.00000286,566,car,low,3,0,2016-10-27,15:59:00,2016-10-27 15:59:00,82.38719068413391,-1.3333333333333333,BHMNCPHST01
5642,BHMNCPHST01,1200,26.14001386,91.73099967,607,truck,low,2,0,2016-10-27,15:59:00,2016-10-27 15:59:00,50.583333333333336,-1.2424242424242424,BHMNCPNST01
10890,Others-CCCPS119a,2803,26.14754061,91.72797041,1041,car,low,3,0,2016-10-27,15:59:00,2016-10-27 15:59:00,37.13877987870139,-2.5757575757575757,Others-CCCPS8
13514,Others-CCCPS202,2937,26.14749053,91.72799688,1226,car,low,3,0,2016-10-27,15:59:00,2016-10-27 15:59:00,41.74327545114062,-2.242424242424242,Others-CCCPS135a
14826,Others-CCCPS8,1322,26.14754886,91.72799519,732,bike,low,3,0,2016-10-27,15:59:00,2016-10-27 15:59:00,55.37065052950075,-1.7878787878787878,Others-CCCPS119a
17450,Shopping,1920,26.15050395,91.73353109,1099,truck,low,3,0,2016-10-27,15:59:00,2016-10-27 15:59:00,57.239583333333336,-2.8484848484848486,BHMEURBRD01
12202,Others-CCCPS135a,3883,26.14749943,91.72800489,2399,car,low,3,0,2016-10-27,15:59:00,2016-10-27 15:59:00,61.782127221220705,-4.96969696969697,Others-CCCPS202
17451,Shopping,1920,26.15050395,91.73353109,985,truck,average,3,0,2016-10-27,16:26:00,2016-10-27 16:26:00,51.302083333333336,-4.222222222222222,BHMEURBRD01
13515,Others-CCCPS202,2937,26.14749053,91.72799688,1142,car,low,2,0,2016-10-27,16:26:00,2016-10-27 16:26:00,38.88321416411304,-3.111111111111111,Others-CCCPS135a
5643,BHMNCPHST01,1200,26.14001386,91.73099967,541,bike,low,3,0,2016-10-27,16:26:00,2016-10-27 16:26:00,45.08333333333333,-2.4444444444444446,BHMNCPNST01
3019,BHMEURBRD01,470,26.14901995,91.7395035,383,car,low,2,0,2016-10-27,16:26:00,2016-10-27 16:26:00,81.48936170212767,-1.2222222222222223,Shopping
16139,Others-CCCPS98,3103,26.14749998,91.72797778,1560,car,low,2,0,2016-10-27,16:26:00,2016-10-27 16:26:00,50.273928456332584,-3.3333333333333335,Others-CCCPS135a
395,BHMBCCMKT01,577,26.14453614,91.73617216,225,truck,low,2,0,2016-10-27,16:26:00,2016-10-27 16:26:00,38.9948006932409,-0.5925925925925926,BHMBCCTHL01
12203,Others-CCCPS135a,3883,26.14749943,91.72800489,2166,car,low,3,0,2016-10-27,16:26:00,2016-10-27 16:26:00,55.78161215554983,-8.62962962962963,Others-CCCPS202
4331,BHMMBMMBX01,687,20.0000347,78.00000286,529,car,low,2,0,2016-10-27,16:26:00,2016-10-27 16:26:00,77.00145560407569,-1.3703703703703705,BHMNCPHST01
14827,Others-CCCPS8,1322,26.14754886,91.72799519,688,car,low,3,0,2016-10-27,16:26:00,2016-10-27 16:26:00,52.04236006051437,-1.6296296296296295,Others-CCCPS119a
1707,BHMBCCTHL01,387,26.14449459,91.73620513,273,car,low,2,0,2016-10-27,16:26:00,2016-10-27 16:26:00,70.54263565891473,-0.8888888888888888,BHMBCCMKT01
6955,BHMNCPNST01,485,26.14004753,91.73097233,328,car,low,1,0,2016-10-27,16:26:00,2016-10-27 16:26:00,67.62886597938144,-0.4444444444444444,BHMNCPHST01
10891,Others-CCCPS119a,2803,26.14754061,91.72797041,976,truck,low,2,0,2016-10-27,16:26:00,2016-10-27 16:26:00,34.81983589011773,-2.4074074074074074,Others-CCCPS8
8267,Broad Street,690,26.13795775,91.74099445,541,truck,low,2,0,2016-10-27,16:26:00,2016-10-27 16:26:00,78.40579710144927,-1.7777777777777777,BHMBCCTHL01
9579,Others-CCCPS105a,2009,26.14747299,91.72804914,1217,truck,low,2,0,2016-10-27,16:26:00,2016-10-27 16:26:00,60.57740169238427,-3.0,Others-CCCPS202
